"VAR2","VAR3","SPCD","STATE","N","Avg_DBH","Min_DBH","Max_DBH","SD(PE)","SD(PE%)","MEAN(PE)","MEAN(PE%)","MEAN(APE)","MEAN(APE%)","SIGMA","RMSE","FI"
"Stump Bark Volume","SP_BK_CV","541","WI",22,14.0636363636364,4.9,25,0.199483642366349,111.296697628983,-0.0341447939571175,66.5275627288421,0.130834243267132,90.8867630805226,0.0102080955803569,0.197865572824637,0.508492006117766
"Stump Wood Volume","SP_WD_CV","541","WI",41,12.7,4.9,25,0.338767217918365,23.3673392664106,-0.0780425231774019,4.44130618608181,0.22606841269611,19.5439876331323,0.020923326764448,0.343590978111548,0.891754688729193
"Stump Wood+Bark Volume","SP_WDBK_CV","541","WI",22,14.0636363636364,4.9,25,0.415116235086192,23.0078575260436,-0.220140674176155,-0.569692105182192,0.332604980342957,18.7713813594313,0.0259462761754159,0.461465719334646,0.898810975972964
"Total Stem Bark Volume","ST_BK_CV_TOT","541","WI",22,14.0636363636364,4.9,25,4.14343287584264,100.507184898202,0.0707299969714206,58.0403892658033,2.85003637520276,79.9384613236277,0.220018403065893,4.04878666473202,0.54194537513439
"Total Stem Wood Volume","ST_WD_CV_TOT","541","WI",41,12.7,4.9,25,5.87913959700006,13.3292004172107,1.08252908849167,4.13711050225209,3.58595322814428,10.373537394224,0.319743991550206,5.90703989747582,0.947215116221881
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","541","WI",22,14.0636363636364,4.9,25,8.02655129018991,10.9416857331479,0.855560358433082,3.33652648680084,5.21454524233916,9.28280268033694,0.408861179466914,7.88854081300938,0.950195854186548
"Merch Stem Bark Volume","ST_BK_CV_MER","543","WI",9,11.0888888888889,5,22.8,2.13237721775219,158.810757426612,0.62514636009498,64.2675438899148,1.3802761446339,92.1209227168974,0.123241425656695,2.10537757326773,0.739938155939589
"Merch Stem Wood Volume","ST_WD_CV_MER","543","WI",10,10.52,5,22.8,2.3936517734049,8.94924758392243,0.37206020778126,0.937328289512325,1.54981561097841,7.50252076560423,0.176800547352386,2.30109554979931,0.994812640002214
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","543","WI",30,8.85333333333333,5,22.8,2.53437932090919,11.2756789132648,-0.046700800653043,-2.83484165861386,1.41725559323112,9.23145315014802,0.186418332914874,2.49221926983938,0.988791480254268
"Stump Bark Volume","SP_BK_CV","543","WI",9,11.0888888888889,5,22.8,0.130284751277761,195.756572331669,0.0683065424157642,119.094366771127,0.0932481573982353,141.256793702993,0.00894208590589305,0.140548522643421,-0.88541486235509
